NetID,Classification,StudentSchoolName
PXG968763,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXZ758012,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXA836915,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXH807647,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXR978222,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXV170082,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXH992918,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
ZXF261761,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXL576173,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXM929935,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXG623596,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXC947118,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXP751135,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXH571701,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXK307157,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXT574367,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXJ481486,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXS563149,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXG628067,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXB119085,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXF771619,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXL479847,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXD688056,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXF840916,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXB228249,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXD768943,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXH327030,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXM876500,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXG213663,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXC296262,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXH534671,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXG750413,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXU268147,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXM429156,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXO634863,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXG351511,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXB197480,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXC477025,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXK459922,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXA704728,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXM357771,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXD357007,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXM209667,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXS434451,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXC493616,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXI150765,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXG455583,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXS649955,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXF535077,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXL722695,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXP220828,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXE883419,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXJ365808,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXB384430,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXH591821,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXH567414,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXW147461,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXS930584,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXS855429,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXG863403,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXW823937,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXR623615,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXD741082,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXM682113,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXE946737,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXS874630,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXM361184,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXB834858,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXD604108,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXH592032,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXS732226,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXF777416,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXB319903,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXP865415,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXG969077,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXO242372,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXB173838,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXP884373,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXT294786,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXD482395,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXH979043,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXD839788,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXP838229,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXD125171,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXS365426,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXI258638,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXH707929,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXS137724,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXF842413,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXH319203,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXD203465,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXB988277,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXT799599,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXF277638,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXG970603,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXS198548,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXB564298,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXS250307,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXO508521,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXM863242,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXC514263,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXH661414,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXL125198,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXC769441,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXD278942,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXD583207,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXC320057,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXI612303,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXD329553,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXJ745372,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXD419977,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXD679612,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXB108780,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXC754463,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXB104847,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXT141359,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXB278531,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXC653923,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXW373204,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXV514366,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXQ605502,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXK503964,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXC171315,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXM430832,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXT827939,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXK278238,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXM448990,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXS651131,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXH507141,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXM692357,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXM444188,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
UXE435584,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXF215416,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
UXG533778,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXS958575,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXM452560,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXJ564487,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXS437947,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXH744398,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXC669037,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXB212356,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXW930276,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXP371623,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXA834483,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXB513856,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
UXW178393,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXR732483,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXD497020,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXM731637,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXJ263314,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXL117910,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXT451006,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXK796922,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXK955380,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXU351867,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXO812430,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXS795899,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXH455815,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXF112637,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXR389474,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXD790384,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXC798289,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXB469405,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXB937461,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXM534995,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXG478936,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
YXS450023,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXR657631,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXR859326,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXF478107,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXC333233,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXK231442,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXK158971,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXS554382,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXW234829,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXB995663,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXS857725,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXF464704,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXB352406,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXL172367,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXM707005,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXB833868,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXD453323,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXL629635,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXF282325,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXD841381,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXP695206,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXD196760,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXO870738,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXT623470,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXA453105,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXF203238,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXH849716,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXE385566,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXM537498,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXR973791,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXT591842,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXH198644,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXB501677,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXO268719,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXP514223,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXE639665,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXO401762,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXT772687,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXD852057,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXT206131,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXW861078,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXC949517,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
YXD775490,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXF443332,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXB493555,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXB246784,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXT694009,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXM468056,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXS942856,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXD513803,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXT821362,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXO824708,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXD765385,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXS112241,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXL414341,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXD574962,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXF641347,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXE494065,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXM930480,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXB811307,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXN286889,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXM706364,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXG251509,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXH562925,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXG726517,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXO162003,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXW809084,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXU367452,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXK279670,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXT215689,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXC194241,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXB809870,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXS510053,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXP295337,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXP116071,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXW289337,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXS164698,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXJ510331,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXH542842,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXS460532,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXS530624,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXG999328,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXC944071,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXS416324,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXW837768,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXF834420,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXE705215,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXA429778,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXK267726,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXW863770,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXM593843,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXS844149,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXG208057,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXB643108,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXF917168,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXS102816,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXH839728,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXA421092,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXB337272,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
OXN979004,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXB256286,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXD817220,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXH331047,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXE261214,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXP370736,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXT904244,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXY258180,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXS481588,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXM702172,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
HXK545548,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXK402324,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXL287720,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXN163140,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXA221815,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXP109093,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXE914428,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXI380874,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXS265265,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXM138865,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXB944026,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXB168130,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXL334704,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXB239442,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXD223957,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXH789647,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXS235638,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXJ282939,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXJ476841,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
ZXV597920,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
NXH302149,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXC757028,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
KXD110423,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXM161981,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXT219509,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXK252314,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXS514635,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXH532767,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXR380779,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXS525507,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
BXP649222,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXC789142,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
IXC579370,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXW614719,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXJ959207,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXW691502,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXA377455,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXL298296,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXR643131,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
FXA360953,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXH505233,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXB665790,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXC783422,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
JXR759251,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXG589185,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXS782562,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXW488759,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXP438016,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXF711704,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXV468935,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXK247687,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXW987153,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
VXS823211,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
DXF816947,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
CXB475840,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXE333205,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
RXS463532,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
LXS126495,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXC163560,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
PXG894895,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
SXS383996,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXB440680,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
GXM298236,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
TXR307629,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXP641886,Junior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
WXD563710,Junior,School of Natural Sciences and Mathematics
